bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,year_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,yr_renovated_binary,basement_binary,sqft_living_log,sqft_above_log,sqft_living15_log
5,4.5,4000,6713,2.0,0,0,3,9,4000,0,2015,0,98024,47.5254,-121.886,3690,6600,771005,5,5,2015,0,0,2713,2910,0,0,8.294049640102028,8.294049640102028,8.213381737034572
3,2.5,3350,7752,1.0,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.099,2570,7988,1300000,25,7,2014,0,5,4402,5418,0,1,8.116715624819111,7.687080155783135,7.851661177889265
4,3.5,3590,5334,2.0,0,2,3,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250,1300000,23,4,2015,0,9,1744,4150,0,1,8.185907481482324,8.0519780789023,7.649692623711514
4,2.5,2490,5647,2.0,0,0,3,8,2490,0,2014,0,98052,47.7043,-122.114,2970,5450,778983,11,8,2014,0,0,3157,2480,0,0,7.820037989458753,7.820037989458753,7.996317231796746
5,1.5,3360,5225,2.0,0,0,3,9,3360,0,2014,0,98074,47.6072,-122.053,3230,5368,834995,4,8,2014,0,0,1865,2138,0,0,8.11969625295725,8.11969625295725,8.080237416216702
5,4.25,4150,12015,2.0,0,0,3,10,4150,0,2014,0,98075,47.5816,-122.021,3230,27520,1210000,12,9,2014,0,0,7865,24290,0,0,8.330863613224745,8.330863613224745,8.080237416216702
4,2.5,3310,5404,2.0,0,0,3,9,3310,0,2004,0,98052,47.6635,-122.083,2600,4730,803100,15,5,2014,0,10,2094,2130,0,0,8.104703468371108,8.104703468371108,7.8632667240095735
4,3.5,3310,4850,2.0,0,0,3,9,3310,0,2010,0,98053,47.6954,-122.022,3320,5955,785000,14,8,2014,0,4,1540,2635,0,0,8.104703468371108,8.104703468371108,8.107720061910534
5,3.25,3960,6352,2.0,0,0,3,10,3960,0,2014,0,98075,47.5806,-122.055,2930,9875,919990,24,3,2015,0,1,2392,6945,0,0,8.283999304248526,8.283999304248526,7.982757702011113
4,2.5,2970,4400,2.0,0,0,3,8,2970,0,2014,0,98052,47.705,-122.114,3010,4892,775950,20,6,2014,0,0,1430,1882,0,0,7.996317231796746,7.996317231796746,8.009695357742922
4,2.75,3300,4987,2.0,0,0,3,9,3300,0,2014,0,98074,47.6175,-122.056,3520,5453,849990,28,10,2014,0,0,1687,1933,0,0,8.101677747454572,8.101677747454572,8.166216268592143
3,2.0,1630,7599,1.0,0,0,3,10,1630,0,2006,0,98117,47.6981,-122.376,2030,7599,767450,4,6,2014,0,8,5969,5569,0,0,7.396335293800808,7.396335293800808,7.615791072035833
3,2.25,1590,929,2.0,0,0,3,9,1060,530,2014,0,98122,47.6172,-122.31,1510,1193,665000,8,8,2014,0,0,-661,-317,0,1,7.371489295214277,6.966024187106113,7.31986492980897
4,3.5,3600,5697,2.0,0,0,3,9,2940,660,2014,0,98075,47.5755,-122.071,3490,5911,870515,22,7,2014,0,0,2097,2421,0,1,8.1886891244442,7.986164860332727,8.157657015196472
3,2.5,2340,2155,2.0,0,0,3,10,2120,220,2012,0,98027,47.53,-122.073,2640,2680,716500,27,3,2015,0,3,-185,40,0,1,7.757906208351747,7.659171367666058,7.878534196140362
3,2.5,1780,1647,2.0,0,0,3,8,1080,700,2008,0,98103,47.6597,-122.355,2000,1741,672000,16,4,2015,0,7,-133,-259,0,1,7.484368643286131,6.984716320118266,7.600902459542082
4,3.5,4120,12626,2.0,0,1,3,11,3970,150,2014,0,98034,47.7089,-122.245,4120,11913,1360000,23,3,2015,0,1,8506,7793,0,1,8.323608442343572,8.286521373681236,8.323608442343572
4,2.5,3400,9692,2.0,0,0,3,9,3400,0,2007,0,98052,47.708,-122.109,3070,7375,830000,5,5,2014,0,7,6292,4305,0,0,8.131530710604252,8.131530710604252,8.029432840581244
4,3.5,2890,5911,2.0,0,0,3,9,2370,520,2014,0,98075,47.5754,-122.071,3490,6093,855000,4,3,2015,0,1,3021,2603,0,1,7.969011781106478,7.7706452341291765,8.157657015196472
5,3.5,3220,8000,2.0,0,0,3,9,2900,320,2008,0,98033,47.6834,-122.2,2100,9680,1210000,19,8,2014,0,6,4780,7580,0,1,8.077136638538454,7.9724660159745655,7.649692623711514
4,3.5,4010,15365,2.0,0,1,3,11,4010,0,2006,0,98027,47.5528,-122.093,3550,13429,1390000,11,8,2014,0,8,11355,9879,0,0,8.296546520300614,8.296546520300614,8.174702882469461
4,2.75,3510,9400,2.0,0,0,3,9,3510,0,2014,0,98059,47.4827,-122.131,3550,9429,659950,9,7,2014,0,0,5890,5879,0,0,8.163371316459912,8.163371316459912,8.174702882469461
3,2.75,3010,1842,2.0,0,0,3,9,3010,0,2011,0,98075,47.5836,-121.994,2950,4200,785000,8,5,2014,0,3,-1168,1250,0,0,8.009695357742922,8.009695357742922,7.989560449333865
4,2.75,3020,7203,2.0,0,0,3,9,3020,0,2014,0,98033,47.6948,-122.178,3010,7215,879950,23,7,2014,0,0,4183,4205,0,0,8.013012110368916,8.013012110368916,8.009695357742922
4,2.5,3020,3600,2.5,0,0,3,9,3020,0,2009,0,98029,47.5407,-121.993,2570,3600,805000,5,8,2014,0,5,580,1030,0,0,8.013012110368916,8.013012110368916,7.851661177889265
4,3.5,3480,4000,2.0,0,0,3,9,2460,1020,2015,0,98112,47.6356,-122.281,2620,4000,1800000,7,4,2015,0,0,520,1380,0,1,8.15478757276852,7.807916628926408,7.8709295967551425
4,2.5,3400,4840,2.0,0,0,3,10,3190,210,2006,0,98059,47.5066,-122.146,3400,5710,745000,15,10,2014,0,8,1440,2310,0,1,8.131530710604252,8.06777619577889,8.131530710604252
3,2.75,2830,3496,2.0,0,0,3,8,2830,0,2012,0,98029,47.5606,-122.011,2160,3501,673000,8,7,2014,0,2,666,1341,0,0,7.948031990637284,7.948031990637284,7.67786350067821
5,3.5,3700,7055,2.0,0,0,3,9,3700,0,2014,0,98074,47.5929,-122.057,3170,6527,889950,11,2,2015,0,1,3355,3357,0,0,8.216088098632316,8.216088098632316,8.061486866871327
4,2.5,3040,7200,2.0,0,0,3,9,3040,0,2008,0,98177,47.7747,-122.366,2360,8245,700000,14,1,2015,0,7,4160,5885,0,0,8.019612794400267,8.019612794400267,7.7664168980196555
4,2.5,2560,7210,2.0,0,0,3,9,2560,0,2006,0,98136,47.5535,-122.395,2160,10439,838000,16,4,2015,0,9,4650,8279,0,0,7.847762537473608,7.847762537473608,7.67786350067821
4,3.5,3065,5440,3.0,0,0,3,9,3065,0,2014,0,98056,47.524,-122.2,2210,8400,729000,7,1,2015,0,1,2375,6190,0,0,8.027802848370312,8.027802848370312,7.700747794511798
5,3.25,4150,7100,2.0,0,0,3,10,4150,0,2013,0,98074,47.6026,-122.06,3560,7214,929000,10,12,2014,0,1,2950,3654,0,0,8.330863613224745,8.330863613224745,8.177515823846075
4,2.5,3120,5137,2.0,0,0,3,7,3120,0,2003,0,98053,47.6842,-122.04,2755,5137,653000,6,1,2015,0,12,2017,2382,0,0,8.045588280803528,8.045588280803528,7.9211727215870145
4,3.25,3910,6293,2.0,0,0,3,9,3130,780,2006,0,98065,47.5389,-121.86,4410,6015,709950,17,11,2014,0,8,2383,1605,0,1,8.271292652979412,8.048788283534199,8.391629968440892
4,3.5,3440,3800,3.0,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800,1290000,16,10,2014,0,0,360,2040,0,0,8.143226750367445,8.143226750367445,7.473069088032197
4,3.5,3350,6350,2.0,0,2,3,8,2610,740,2009,0,98116,47.5602,-122.39,1820,6350,844000,1,4,2015,0,6,3000,4530,0,1,8.116715624819111,7.867105500316739,7.506591780070841
4,2.5,2440,4850,2.0,0,0,3,8,2440,0,2013,0,98052,47.7043,-122.114,2970,5450,745641,24,6,2014,0,1,2410,2480,0,0,7.799753318287247,7.799753318287247,7.996317231796746
5,3.0,3010,7357,2.0,0,0,3,9,3010,0,2008,0,98133,47.7226,-122.33,2370,8050,659950,12,12,2014,0,6,4347,5680,0,0,8.009695357742922,8.009695357742922,7.7706452341291765
4,2.5,2620,6114,2.0,0,0,3,9,2620,0,2011,0,98029,47.5603,-122.013,2620,5808,675000,18,7,2014,0,3,3494,3188,0,0,7.8709295967551425,7.8709295967551425,7.8709295967551425
4,2.5,2650,4644,2.0,0,0,3,8,2650,0,2013,0,98053,47.6945,-122.018,2640,5099,731500,26,4,2015,0,2,1994,2459,0,0,7.882314918980268,7.882314918980268,7.878534196140362
5,2.75,3030,7679,2.0,0,0,3,9,3030,0,2014,0,98074,47.593,-122.057,3080,6341,837219,6,6,2014,0,0,4649,3261,0,0,8.016317898503415,8.016317898503415,8.03268487596762
3,2.75,2670,3738,1.0,0,0,3,10,1720,950,2013,0,98056,47.5299,-122.203,2610,3734,798800,16,6,2014,0,1,1068,1124,0,1,7.8898337513942955,7.450079569807499,7.867105500316739
3,2.5,2700,6947,2.0,0,3,3,9,2700,0,2013,0,98056,47.5172,-122.208,2500,6947,950000,13,8,2014,0,1,4247,4447,0,0,7.90100705199242,7.90100705199242,7.824046010856292
4,2.5,2850,12429,2.0,0,0,3,9,2850,0,2008,0,98033,47.6915,-122.177,2540,12000,750000,3,10,2014,0,6,9579,9460,0,0,7.955074273262696,7.955074273262696,7.8399193600125825
4,3.5,2780,3100,2.0,0,0,3,8,2120,660,2014,0,98117,47.6886,-122.364,1740,3600,870000,27,4,2015,0,1,320,1860,0,1,7.930206206684683,7.659171367666058,7.461640392208575
4,3.5,3860,6543,2.0,0,0,3,10,3860,0,2014,0,98075,47.5934,-121.974,3760,6888,900000,15,12,2014,0,0,2683,3128,0,0,8.258422462458876,8.258422462458876,8.23217423638394
2,1.75,1180,900,2.0,0,0,3,10,780,400,2014,0,98102,47.6395,-122.329,1380,3610,664950,16,12,2014,0,0,-280,2230,0,1,7.07326971745971,6.659293919683638,7.22983877815125
4,3.25,2600,2074,2.0,0,0,3,8,2150,450,2011,0,98027,47.5402,-122.028,2510,2074,661000,23,12,2014,0,3,-526,-436,0,1,7.8632667240095735,7.673223121121708,7.828038032125829
4,2.5,3670,7680,2.5,0,0,3,10,3670,0,2007,0,98029,47.5401,-121.993,3130,6112,950000,30,6,2014,0,7,4010,2982,0,0,8.207946941048617,8.207946941048617,8.048788283534199
4,2.5,2440,6581,2.0,0,0,3,8,2440,0,2014,0,98133,47.7321,-122.334,1480,7432,680000,20,3,2015,0,1,4141,5952,0,0,7.799753318287247,7.799753318287247,7.299797366758161
4,3.25,2190,4265,2.0,0,0,3,9,1540,650,2015,0,98122,47.6178,-122.29,1730,4265,920000,24,4,2015,0,0,2075,2535,0,1,7.691656822810547,7.3395376954076745,7.455876687491824
4,2.75,3990,6637,2.0,0,0,3,9,3990,0,2003,0,98053,47.6835,-122.045,3500,7074,825000,1,7,2014,0,11,2647,3574,0,0,8.29154650988391,8.29154650988391,8.160518247477505
2,2.0,1500,761,3.0,0,3,3,8,1500,0,2008,0,98103,47.6522,-122.346,1360,1527,670000,13,3,2015,0,7,-739,167,0,0,7.313220387090301,7.313220387090301,7.215239978730097
4,3.5,3120,5086,2.0,0,0,3,9,2480,640,2008,0,98115,47.6762,-122.288,1880,5092,953007,20,5,2014,0,6,1966,3212,0,1,8.045588280803528,7.8160138391590275,7.539027055823995
4,2.75,2760,5670,2.0,0,0,3,10,2760,0,2014,0,98075,47.5819,-122.047,2760,6600,847093,17,11,2014,0,0,2910,3840,0,0,7.9229859587111955,7.9229859587111955,7.9229859587111955
4,3.75,3320,8234,2.0,0,0,3,10,3320,0,2014,0,98004,47.5963,-122.2,1560,8240,1700000,29,10,2014,0,0,4914,6680,0,0,8.107720061910534,8.107720061910534,7.352441100243583
4,3.25,3270,5187,2.0,0,0,3,9,3110,160,2014,0,98052,47.6966,-122.133,3600,5825,1030000,12,5,2014,0,0,1917,2225,0,1,8.0925452638913,8.04237800517328,8.1886891244442
3,2.25,1640,1204,3.0,0,0,3,8,1640,0,2014,0,98112,47.6196,-122.297,1630,3136,772000,20,5,2014,0,0,-436,1506,0,0,7.402451520818244,7.402451520818244,7.396335293800808
5,2.75,3240,6863,2.0,0,0,3,10,3240,0,2013,0,98056,47.5033,-122.193,2360,6002,719950,11,6,2014,0,1,3623,3642,0,0,8.083328608786376,8.083328608786376,7.7664168980196555
5,3.75,3760,4702,2.0,0,0,3,9,2780,980,2014,0,98034,47.7202,-122.223,2950,5981,799950,10,10,2014,0,0,942,3031,0,1,8.23217423638394,7.930206206684683,7.989560449333865
4,4.5,4020,9656,2.0,0,0,3,10,4020,0,2007,0,98004,47.6358,-122.207,1960,9520,1900000,15,1,2015,0,8,5636,7560,0,0,8.299037181613066,8.299037181613066,7.580699752224563
4,2.75,3340,5677,2.0,0,0,3,9,3340,0,2011,0,98052,47.709,-122.118,3240,5643,799000,25,3,2015,0,4,2337,2403,0,0,8.113726085970747,8.113726085970747,8.083328608786376
4,4.5,3720,7746,2.0,0,0,3,10,3720,0,2014,0,98034,47.7323,-122.165,3080,11067,960000,5,1,2015,0,1,4026,7987,0,0,8.221478947267192,8.221478947267192,8.03268487596762
4,2.75,3320,5559,2.0,0,0,3,9,3320,0,2012,0,98075,47.5607,-122.031,3400,6854,850000,7,1,2015,0,3,2239,3454,0,0,8.107720061910534,8.107720061910534,8.131530710604252
4,2.75,3530,6844,2.0,0,0,3,10,3530,0,2014,0,98075,47.5975,-121.985,3530,10038,908990,27,2,2015,0,1,3314,6508,0,0,8.169053149927343,8.169053149927343,8.169053149927343
2,2.0,1490,713,3.0,0,0,3,9,1490,0,2014,0,98109,47.6356,-122.346,1490,1110,700000,21,9,2014,0,0,-777,-380,0,0,7.306531398939505,7.306531398939505,7.306531398939505
5,4.0,3870,5929,2.0,0,0,3,10,3870,0,2014,0,98052,47.6965,-122.134,3600,5625,1300000,5,8,2014,0,0,2059,2025,0,0,8.261009786023827,8.261009786023827,8.1886891244442
3,3.5,2670,3000,2.0,0,0,3,9,1870,800,2014,0,98117,47.6813,-122.372,1750,5000,825000,18,12,2014,0,0,330,3250,0,1,7.8898337513942955,7.533693709848633,7.4673710669175595
4,2.75,2700,6000,2.0,0,0,4,8,2100,600,1910,0,98116,47.586,-122.383,2050,5400,749000,9,7,2014,0,104,3300,3350,0,1,7.90100705199242,7.649692623711514,7.6255950721324535
2,2.5,1680,1240,2.0,0,0,3,8,1120,560,2014,0,98102,47.6372,-122.324,2060,3630,653500,12,11,2014,0,0,-440,1570,0,1,7.426549072397305,7.02108396428914,7.630461261783627
4,3.25,2630,2550,2.0,0,0,3,10,2030,600,2006,0,98117,47.6775,-122.385,1810,2600,855000,2,4,2015,0,9,-80,790,0,1,7.874739125171811,7.615791072035833,7.501082124259871
4,2.5,4150,8436,2.0,0,0,3,10,4150,0,2014,0,98075,47.5802,-122.039,4070,8438,969990,6,6,2014,0,0,4286,4368,0,0,8.330863613224745,8.330863613224745,8.311398278436641
5,3.5,3900,4400,2.0,0,0,3,9,2650,1250,2014,0,98107,47.6607,-122.362,1190,4400,1200000,8,10,2014,0,0,500,3210,0,1,8.268731832117737,7.882314918980268,7.081708586105575
4,2.5,2890,7798,2.0,0,0,3,9,2890,0,2005,0,98006,47.5456,-122.129,3300,30950,795000,2,7,2014,0,9,4908,27650,0,0,7.969011781106478,7.969011781106478,8.101677747454572
4,2.75,3110,6050,2.0,0,0,3,9,3110,0,2014,0,98052,47.705,-122.126,3590,6054,799990,1,8,2014,0,0,2940,2464,0,0,8.04237800517328,8.04237800517328,8.185907481482324
4,2.5,3490,3677,2.0,0,0,3,9,2850,640,2007,0,98072,47.774,-122.162,3440,3600,680000,9,4,2015,0,8,187,160,0,1,8.157657015196472,7.955074273262696,8.143226750367445
3,2.5,1960,3060,2.0,0,0,3,8,1960,0,2010,0,98117,47.6764,-122.389,1220,3060,732000,2,12,2014,0,4,1100,1840,0,0,7.580699752224563,7.580699752224563,7.106606137727303
4,3.25,3720,6765,2.0,0,0,3,9,3720,0,2012,0,98053,47.688,-122.018,3100,6790,955000,24,3,2015,0,3,3045,3690,0,0,8.221478947267192,8.221478947267192,8.039157390473237
4,2.75,3610,8580,2.0,0,0,3,9,3610,0,2014,0,98033,47.6706,-122.173,2360,8580,982000,27,6,2014,0,0,4970,6220,0,0,8.191463051326927,8.191463051326927,7.7664168980196555
5,2.5,2590,7084,2.0,0,0,3,8,2590,0,2014,0,98052,47.7053,-122.113,3010,4823,779380,18,7,2014,0,0,4494,1813,0,0,7.859413154693583,7.859413154693583,8.009695357742922
4,3.75,3880,9979,2.5,0,0,3,10,3880,0,2007,0,98029,47.5408,-121.992,3130,6112,1060000,26,8,2014,0,7,6099,2982,0,0,8.263590432617319,8.263590432617319,8.048788283534199
4,3.25,3450,6184,2.0,0,0,3,9,3450,0,2014,0,98074,47.6072,-122.054,3020,5369,852880,16,6,2014,0,0,2734,2349,0,0,8.146129510025405,8.146129510025405,8.013012110368916
4,3.25,3520,5250,2.0,0,0,3,9,3520,0,2012,0,98053,47.6869,-122.019,3220,5781,795000,19,9,2014,0,2,1730,2561,0,0,8.166216268592143,8.166216268592143,8.077136638538454
3,2.0,2550,4794,2.0,0,0,3,9,2550,0,2007,0,98115,47.6955,-122.29,1630,5100,799000,10,10,2014,0,7,2244,3470,0,0,7.843848638152472,7.843848638152472,7.396335293800808
5,3.0,3490,6091,2.0,0,0,3,9,3490,0,2009,0,98011,47.7744,-122.225,2870,5932,715000,29,4,2015,0,6,2601,3062,0,0,8.157657015196472,8.157657015196472,7.962067308753666
4,3.5,3640,6049,2.0,0,0,3,9,3640,0,2014,0,98052,47.7049,-122.125,3590,6104,939000,12,12,2014,0,0,2409,2514,0,0,8.199738960630786,8.199738960630786,8.185907481482324
3,2.5,1920,3624,2.0,0,0,3,9,1920,0,2003,0,98052,47.6647,-122.087,1930,3533,674000,25,7,2014,0,11,1704,1603,0,0,7.560080465021827,7.560080465021827,7.5652752818989315
3,3.5,2940,6431,2.0,0,0,3,10,2940,0,2014,0,98075,47.5818,-122.047,2760,6695,914154,18,9,2014,0,0,3491,3935,0,0,7.986164860332727,7.986164860332727,7.9229859587111955
4,2.75,2330,3920,2.0,0,0,3,9,2330,0,2005,0,98029,47.5525,-121.99,2410,4063,680000,7,7,2014,0,9,1590,1653,0,0,7.753623546559746,7.753623546559746,7.787382026484701
4,3.5,3930,5680,2.0,0,1,3,9,2820,1110,2013,0,98027,47.5528,-122.076,3700,5816,828950,15,5,2014,0,1,1750,2116,0,1,8.276394704863307,7.944492163932159,8.216088098632316
4,3.5,3200,3250,2.0,0,0,3,9,2670,530,2007,0,98029,47.5515,-122.0,3400,3663,795000,13,6,2014,0,7,50,263,0,1,8.070906088787819,7.8898337513942955,8.131530710604252
5,3.75,3050,8972,2.0,0,0,3,9,3050,0,2014,0,98033,47.6819,-122.172,2750,8979,909950,16,4,2015,0,1,5922,6229,0,0,8.022896869601457,8.022896869601457,7.919356190660617
4,3.5,3560,4951,2.0,0,0,3,9,3560,0,2014,0,98074,47.6178,-122.055,3540,5500,922755,4,11,2014,0,0,1391,1960,0,0,8.177515823846075,8.177515823846075,8.17188200612782
3,3.25,1530,1565,2.0,0,0,3,8,1280,250,2005,0,98122,47.6179,-122.312,1530,1381,654000,20,6,2014,0,9,35,-149,0,1,7.333023014386481,7.154615356913663,7.333023014386481
3,3.5,3390,10078,2.0,0,0,3,10,3040,350,2012,0,98056,47.537,-122.185,3290,12332,750000,19,6,2014,0,2,6688,9042,0,1,8.128585200374497,8.019612794400267,8.098642843759418
4,3.25,3810,8519,1.0,0,1,3,10,2680,1130,2007,0,98033,47.699,-122.207,3240,10748,1130000,21,5,2014,0,7,4709,7508,0,1,8.245384468120747,7.893572073504902,8.083328608786376
4,2.5,2310,5100,2.0,0,0,3,9,2310,0,2013,0,98177,47.7039,-122.36,1260,5100,685000,30,5,2014,0,1,2790,3840,0,0,7.745002803515839,7.745002803515839,7.138866999945524
5,3.5,3740,5610,2.0,0,0,3,9,2860,880,2014,0,98117,47.6764,-122.392,1520,4590,1080000,23,9,2014,0,0,1870,3070,0,1,8.226840890408578,7.958576903813898,7.326465613840322
4,2.5,2580,5787,2.0,0,0,3,9,2580,0,2007,0,98029,47.5416,-121.994,2580,4410,775000,21,4,2015,0,8,3207,1830,0,0,7.855544677915663,7.855544677915663,7.855544677915663
3,2.5,3400,5119,2.0,0,0,3,8,2300,1100,2014,0,98115,47.6843,-122.305,1740,5969,1050000,27,8,2014,0,0,1719,4229,0,1,8.131530710604252,7.7406644019172415,7.461640392208575
3,2.5,2810,5400,2.0,0,0,3,9,2810,0,2005,0,98052,47.7065,-122.118,2870,5400,739000,28,5,2014,0,9,2590,2530,0,0,7.940939762327791,7.940939762327791,7.962067308753666
4,3.0,2770,2650,2.0,0,0,3,9,2180,590,2014,0,98109,47.6435,-122.354,1820,2960,1110000,16,9,2014,0,0,-120,1140,0,1,7.926602599181384,7.687080155783135,7.506591780070841
4,3.5,3400,5196,2.0,0,0,3,9,3400,0,2012,0,98065,47.5169,-121.884,3170,5260,660000,13,5,2014,0,2,1796,2090,0,0,8.131530710604252,8.131530710604252,8.061486866871327
4,2.5,2930,5000,2.0,0,0,3,9,2760,170,2007,0,98006,47.5424,-122.12,3230,5778,800000,29,7,2014,0,7,2070,2548,0,1,7.982757702011113,7.9229859587111955,8.080237416216702
4,3.25,2690,3995,2.0,0,0,3,9,2060,630,2014,0,98136,47.532,-122.384,1810,4590,760000,18,3,2015,0,1,1305,2780,0,1,7.897296472595885,7.630461261783627,7.501082124259871
3,2.5,2450,4332,2.0,0,0,3,8,2450,0,2010,0,98053,47.6942,-122.016,2450,4154,660000,22,5,2014,0,4,1882,1704,0,0,7.803843303538772,7.803843303538772,7.803843303538772
4,2.75,3090,5859,2.0,0,0,3,9,3090,0,2010,0,98074,47.6057,-122.047,2960,5250,760005,8,7,2014,0,4,2769,2290,0,0,8.035926369891792,8.035926369891792,7.992944547318106
2,2.0,1460,1085,2.0,0,0,3,8,950,510,2014,0,98112,47.6205,-122.299,1580,1202,699999,20,4,2015,0,1,-375,-378,0,1,7.286191714702382,6.856461984594587,7.365180126021013
3,2.5,2010,2263,2.0,0,0,3,8,1340,670,2014,0,98122,47.6088,-122.311,1500,2670,749950,16,7,2014,0,0,253,1170,0,1,7.605890001053122,7.200424892944957,7.313220387090301
4,2.5,2610,5140,2.0,0,0,3,8,2610,0,2006,0,98103,47.6951,-122.346,1190,5101,674600,8,7,2014,0,8,2530,3911,0,0,7.867105500316739,7.867105500316739,7.081708586105575
3,2.5,2320,6775,1.0,0,0,3,8,2320,0,2008,0,98053,47.7158,-122.016,1680,4750,728050,19,6,2014,0,6,4455,3070,0,0,7.749322464660356,7.749322464660356,7.426549072397305
4,4.0,3650,18223,2.0,0,3,3,9,3330,320,2013,0,98006,47.5442,-122.116,3220,11022,799900,17,9,2014,0,1,14573,7802,0,1,8.202482446576537,8.110727582974489,8.077136638538454
3,3.0,3180,2758,2.0,0,2,3,11,2240,940,2008,0,98109,47.6377,-122.342,2420,2758,1330000,23,2,2015,0,7,-422,338,0,1,8.064636475774222,7.7142311448490855,7.791522819150732
4,3.5,2650,3127,2.0,0,0,3,8,2230,420,2011,0,98027,47.5381,-122.046,2330,3137,674950,12,9,2014,0,3,477,807,0,1,7.882314918980268,7.709756864454165,7.753623546559746
5,2.75,3300,7560,2.0,0,0,3,10,3300,0,2007,0,98052,47.6467,-122.118,3150,8580,1110000,29,12,2014,0,7,4260,5430,0,0,8.101677747454572,8.101677747454572,8.055157731819678
3,3.0,3460,5353,2.0,0,0,3,10,2850,610,2007,0,98116,47.5858,-122.393,2460,6325,1250000,10,7,2014,0,7,1893,3865,0,1,8.14902386805177,7.955074273262696,7.807916628926408
5,2.75,2940,5225,2.0,0,0,3,8,2760,180,2010,0,98052,47.6879,-122.107,3090,6261,837000,22,4,2015,0,5,2285,3171,0,1,7.986164860332727,7.9229859587111955,8.035926369891792
5,3.5,3190,4247,2.0,0,0,3,8,2430,760,2013,0,98052,47.7016,-122.103,2580,3989,780000,24,2,2015,0,2,1057,1409,0,1,8.06777619577889,7.795646536334594,7.855544677915663
4,3.5,3930,6120,2.0,0,0,3,10,3310,620,2007,0,98105,47.6646,-122.28,3390,6120,1490000,2,10,2014,0,7,2190,2730,0,1,8.276394704863307,8.104703468371108,8.128585200374497
5,3.75,3570,10125,2.0,0,0,3,10,3570,0,2014,0,98040,47.5639,-122.223,1760,10125,1600000,26,9,2014,0,0,6555,8365,0,0,8.180320874773685,8.180320874773685,7.473069088032197
4,2.5,3070,7830,2.0,0,2,3,11,1970,1100,2009,0,98144,47.593,-122.291,2440,4682,1900000,18,2,2015,0,6,4760,2242,0,1,8.029432840581244,7.585788821732034,7.799753318287247
4,3.5,3200,7605,2.0,0,2,3,9,2500,700,2013,0,98198,47.3443,-122.327,2240,4416,735000,11,9,2014,0,1,4405,2176,0,1,8.070906088787819,7.824046010856292,7.7142311448490855
4,3.25,2610,2552,2.0,0,0,3,10,2160,450,2008,0,98027,47.5322,-122.076,2610,2664,725000,10,4,2015,0,7,-58,54,0,1,7.867105500316739,7.67786350067821,7.867105500316739
2,2.5,1990,1756,3.0,0,0,3,9,1780,210,2005,0,98102,47.6264,-122.323,1955,1438,690000,3,2,2015,0,10,-234,-517,0,1,7.595889917718538,7.484368643286131,7.578145472419466
4,3.5,3530,8126,2.0,0,0,3,10,3530,0,2007,0,98033,47.6847,-122.2,2660,8126,1280000,6,11,2014,0,7,4596,5466,0,0,8.169053149927343,8.169053149927343,7.886081401775745
4,3.5,3310,4684,2.0,0,0,3,9,2290,1020,2014,0,98116,47.579,-122.389,1850,4750,999950,14,10,2014,0,0,1374,2900,0,1,8.104703468371108,7.736307096548285,7.52294091807237
5,3.0,2620,5477,2.0,0,0,3,10,2620,0,2009,0,98115,47.6804,-122.288,1680,5217,975000,25,6,2014,0,5,2857,3537,0,0,7.8709295967551425,7.8709295967551425,7.426549072397305
3,3.0,1950,1833,3.0,0,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131,798500,26,3,2015,0,6,-117,91,0,1,7.575584651557793,7.383989457978509,7.620705086838262
4,2.25,2030,2222,2.0,0,0,3,9,1610,420,2015,0,98117,47.679,-122.375,1420,2222,765000,14,4,2015,0,0,192,802,0,1,7.615791072035833,7.383989457978509,7.258412150595307
3,2.5,2550,5100,2.0,0,0,3,9,2550,0,2014,0,98115,47.6757,-122.326,1250,4080,1100000,28,8,2014,0,0,2550,2830,0,0,7.843848638152472,7.843848638152472,7.1308988302963465
4,3.0,3070,7150,2.0,0,0,3,9,3070,0,2007,0,98052,47.7079,-122.107,3200,6984,850000,3,4,2015,0,8,4080,3784,0,0,8.029432840581244,8.029432840581244,8.070906088787819
4,2.5,3480,6262,2.0,0,0,3,9,3480,0,2003,0,98053,47.6857,-122.045,3490,6629,808000,4,8,2014,0,11,2782,3139,0,0,8.15478757276852,8.15478757276852,8.157657015196472
3,3.5,3690,8837,2.0,0,0,3,10,3690,0,2001,0,98065,47.5402,-121.876,3690,9585,725000,20,6,2014,0,13,5147,5895,0,0,8.213381737034572,8.213381737034572,8.213381737034572
3,3.25,3530,4920,2.0,0,0,3,9,2660,870,2015,0,98109,47.641,-122.357,1900,4200,1550000,23,4,2015,0,0,1390,2300,0,1,8.169053149927343,7.886081401775745,7.549609165154532
4,2.5,3550,8618,2.0,0,0,3,10,3550,0,2007,0,98052,47.6776,-122.161,1310,9746,880000,12,2,2015,0,8,5068,8436,0,0,8.174702882469461,8.174702882469461,7.177782416195197
