bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,sqft_living_log,sqft_above_log,sqft_living15_log,0,1,2014,2015,0,1,0,1,0,1
6,1.0,1530,4305,1.5,0,4,7,1530,0,1921,0,98115,47.6862,-122.31,1530,3800,642000,25,2,0,94,2775,2270,7.333023014386481,7.333023014386481,7.333023014386481,1,0,0,1,1,0,1,0,0,1
4,1.75,1720,4240,1.5,0,4,7,1460,260,1925,0,98144,47.579,-122.294,1930,4280,540000,2,6,0,89,2520,2350,7.450079569807499,7.286191714702382,7.5652752818989315,1,0,1,0,1,0,0,1,0,1
3,1.75,1570,4375,1.0,0,3,7,970,600,1940,0,98116,47.5889,-122.389,1790,5750,560000,20,1,0,75,2805,3960,7.358830898342354,6.877296071497429,7.489970898834801,1,0,0,1,1,0,0,1,0,1
5,2.75,1990,3750,1.5,0,4,7,1990,0,1913,0,98107,47.6733,-122.358,1820,5000,852000,22,8,0,101,1760,3180,7.595889917718538,7.595889917718538,7.506591780070841,1,0,1,0,1,0,1,0,0,1
2,1.0,930,5650,1.0,2,3,7,930,0,1941,0,98126,47.5478,-122.377,1340,6400,306000,27,4,0,74,4720,5060,6.835184586147301,6.835184586147301,7.200424892944957,1,0,0,1,1,0,1,0,0,1
3,1.75,1550,7820,1.0,0,4,7,1210,340,1981,0,98034,47.717,-122.163,1550,6900,440000,10,9,0,33,6270,5350,7.346010209913293,7.098375638590786,7.346010209913293,1,0,1,0,1,0,0,1,1,0
4,1.0,1650,8250,1.0,0,3,7,1650,0,1966,0,98008,47.6366,-122.118,2240,9776,517000,28,4,0,49,6600,7536,7.408530566894626,7.408530566894626,7.714231144849085,1,0,0,1,1,0,1,0,1,0
2,1.0,800,6380,1.0,2,3,7,800,0,1940,0,98115,47.691,-122.309,920,5940,379000,23,5,0,74,5580,5020,6.684611727667927,6.684611727667927,6.824373670043086,1,0,1,0,1,0,1,0,0,1
2,1.0,930,6098,1.0,0,4,6,930,0,1919,0,98027,47.5289,-122.03,1730,9000,360000,13,10,0,95,5168,7270,6.835184586147301,6.835184586147301,7.455876687491824,1,0,1,0,1,0,1,0,1,0
4,1.5,2550,4000,1.5,0,4,7,1760,790,1926,0,98115,47.6811,-122.318,1840,4000,645000,29,10,0,88,1450,2160,7.843848638152472,7.473069088032197,7.517520850603031,1,0,1,0,1,0,0,1,0,1
2,1.0,720,4760,1.0,0,5,5,720,0,1942,0,98056,47.496,-122.186,840,4760,217000,7,11,0,72,4040,3920,6.579251212010101,6.579251212010101,6.733401891837359,1,0,1,0,1,0,1,0,1,0
2,1.0,620,4760,1.0,0,3,6,620,0,1941,0,98126,47.5292,-122.376,620,4760,255000,18,11,0,73,4140,4140,6.429719478039138,6.429719478039138,6.429719478039138,1,0,1,0,1,0,1,0,0,1
3,2.5,2360,12164,2.0,0,3,10,2360,0,1987,0,98029,47.5596,-122.022,2400,11260,625000,21,7,0,27,9804,8860,7.766416898019655,7.766416898019655,7.783224016336037,1,0,1,0,1,0,1,0,1,0
3,1.75,1760,8400,1.0,0,4,8,1460,300,1960,0,98136,47.5355,-122.39,1980,8400,680000,10,6,0,54,6640,6420,7.473069088032197,7.286191714702382,7.590852123688581,1,0,1,0,1,0,0,1,0,1
5,2.25,2480,12070,2.0,0,3,9,2480,0,1978,0,98074,47.631,-122.052,2570,12000,615000,18,6,0,36,9590,9430,7.8160138391590275,7.8160138391590275,7.851661177889265,1,0,1,0,1,0,1,0,1,0
3,1.0,1040,6860,2.0,0,3,6,1040,0,1942,0,98146,47.5121,-122.375,1030,6512,239000,3,6,0,72,5820,5482,6.946975992135418,6.946975992135418,6.937314081223682,1,0,1,0,1,0,1,0,0,1
4,2.0,2090,3610,1.5,0,5,7,1790,300,1927,0,98115,47.6881,-122.313,1660,3767,619400,11,6,0,87,1520,2107,7.644919344958857,7.489970898834801,7.414572881350589,1,0,1,0,1,0,0,1,0,1
2,1.0,700,4000,1.0,0,3,6,700,0,1943,0,98136,47.5487,-122.391,1060,6000,330000,13,10,0,71,3300,4940,6.551080335043404,6.551080335043404,6.966024187106113,1,0,1,0,1,0,1,0,0,1
2,1.0,760,7114,1.0,0,3,6,760,0,1946,0,98103,47.7005,-122.352,780,7102,430000,23,3,0,69,6354,6322,6.633318433280377,6.633318433280377,6.659293919683638,1,0,0,1,1,0,1,0,0,1
4,5.25,6500,14986,2.0,0,3,11,5180,1320,2001,0,98039,47.6304,-122.236,2270,8119,2460000,8,7,0,13,8486,5849,8.779557455883728,8.55256033525353,7.727535110475448,1,0,1,0,1,0,0,1,1,0
3,2.0,1840,6000,2.0,0,5,7,1720,120,1946,0,98033,47.6828,-122.207,1390,6000,778000,23,7,0,68,4160,4610,7.517520850603031,7.450079569807499,7.237059026124737,1,0,1,0,1,0,0,1,1,0
3,2.0,1090,7350,1.0,0,4,7,1090,0,1990,0,98042,47.3687,-122.085,1490,7741,219000,28,7,0,24,6260,6251,6.993932975223189,6.993932975223189,7.306531398939505,1,0,1,0,1,0,1,0,1,0
4,2.25,1900,8272,1.0,0,4,9,1460,440,1966,0,98040,47.5803,-122.227,2040,8479,715000,30,1,0,49,6372,6439,7.549609165154532,7.286191714702382,7.620705086838262,1,0,0,1,1,0,0,1,1,0
2,1.0,1280,5026,1.0,2,4,8,1020,260,1951,0,98115,47.6938,-122.312,1540,6380,425000,12,12,0,63,3746,4840,7.154615356913663,6.927557906278317,7.339537695407674,1,0,1,0,1,0,0,1,0,1
3,1.0,1510,15022,1.0,0,3,7,1510,0,1962,0,98003,47.3304,-122.304,1510,12970,239000,17,7,0,52,13512,11460,7.31986492980897,7.31986492980897,7.31986492980897,1,0,1,0,1,0,1,0,1,0
1,1.0,920,8282,1.5,0,3,6,920,0,1944,1980,98011,47.761,-122.214,2260,14025,310000,16,12,36,70,7362,11765,6.824373670043086,6.824373670043086,7.723120092266331,1,0,1,0,0,1,1,0,1,0
2,1.0,700,8120,1.0,0,3,7,700,0,1927,0,98115,47.6962,-122.321,1130,5599,400000,23,2,0,88,7420,4469,6.551080335043404,6.551080335043404,7.029972911706386,1,0,0,1,1,0,1,0,0,1
3,1.0,1440,4300,1.5,0,3,8,1440,0,1929,0,98117,47.6847,-122.372,1640,4500,600000,12,8,0,85,2860,2860,7.272398392570047,7.272398392570047,7.402451520818244,1,0,1,0,1,0,1,0,0,1
4,4.0,2740,8250,2.0,0,4,9,2740,0,1990,0,98042,47.3735,-122.156,2290,8250,415000,26,1,0,25,5510,5960,7.9157131993821155,7.9157131993821155,7.736307096548285,1,0,0,1,1,0,1,0,1,0
2,1.0,1400,8220,1.0,0,3,7,1400,0,1949,0,98133,47.7228,-122.357,1760,8220,401000,8,8,0,65,6820,6460,7.24422751560335,7.24422751560335,7.473069088032197,1,0,1,0,1,0,1,0,0,1
3,1.75,2270,7156,1.0,0,3,7,1370,900,1948,0,98168,47.4864,-122.316,1210,7156,292000,15,12,0,66,4886,5946,7.727535110475448,7.222566018822171,7.098375638590786,1,0,1,0,1,0,0,1,0,1
3,2.25,1310,12825,1.0,0,3,7,1310,0,1950,2013,98166,47.4515,-122.368,1600,11250,291750,22,7,63,64,11515,9650,7.177782416195197,7.177782416195197,7.377758908227872,1,0,1,0,0,1,1,0,0,1
3,1.75,1680,7455,1.0,0,4,8,1680,0,1968,0,98023,47.3112,-122.378,2040,8214,227000,18,2,0,47,5775,6174,7.426549072397305,7.426549072397305,7.620705086838262,1,0,0,1,1,0,1,0,1,0
3,2.25,2260,13209,1.0,0,3,9,2260,0,1977,0,98005,47.6385,-122.167,2820,12534,675000,17,7,0,37,10949,9714,7.723120092266331,7.723120092266331,7.944492163932159,1,0,1,0,1,0,1,0,1,0
3,2.25,1350,980,2.0,0,3,8,1050,300,2007,0,98144,47.5998,-122.312,1350,1245,397500,6,10,0,7,-370,-105,7.2078598714324755,6.956545443151569,7.2078598714324755,1,0,1,0,1,0,0,1,0,1
2,1.5,1820,8867,2.0,0,3,7,1820,0,1921,0,98168,47.4764,-122.269,1430,9288,206000,18,6,0,93,7047,7858,7.506591780070841,7.506591780070841,7.265429723253953,1,0,1,0,1,0,1,0,0,1
3,3.5,3380,3333,3.0,0,3,10,2800,580,2008,0,98122,47.6162,-122.288,2790,5000,1190000,30,7,0,6,-47,2210,8.125630988477065,7.937374696163295,7.933796874815411,1,0,1,0,1,0,0,1,0,1
4,2.5,2430,3249,2.0,0,3,8,2430,0,2010,0,98059,47.5048,-122.155,2650,3844,427500,8,10,0,4,819,1194,7.795646536334594,7.795646536334594,7.882314918980268,1,0,1,0,1,0,1,0,1,0
2,1.0,940,6000,1.0,0,3,6,940,0,1943,0,98146,47.4907,-122.336,1310,6000,115000,25,7,0,71,5060,4690,6.84587987526405,6.84587987526405,7.177782416195197,1,0,1,0,1,0,1,0,0,1
3,1.5,2070,5386,1.0,0,4,7,1140,930,1948,0,98117,47.6896,-122.374,1770,5386,559000,9,6,0,66,3316,3616,7.635303886259415,7.038783541388542,7.478734825567875,1,0,1,0,1,0,0,1,0,1
4,1.0,1510,1501,1.5,0,3,7,1510,0,1906,0,98103,47.6526,-122.342,1560,1602,420000,27,10,0,108,-9,42,7.31986492980897,7.31986492980897,7.352441100243583,1,0,1,0,1,0,1,0,0,1
2,1.0,700,5940,1.0,0,3,7,700,0,1948,0,98133,47.7289,-122.337,1070,5995,282150,22,9,0,66,5240,4925,6.551080335043404,6.551080335043404,6.975413927455952,1,0,1,0,1,0,1,0,0,1
3,1.0,1150,3090,1.0,0,3,6,1150,0,1910,0,98118,47.5506,-122.276,1150,5664,260000,23,2,0,105,1940,4514,7.047517221357296,7.047517221357296,7.047517221357296,1,0,0,1,1,0,1,0,0,1
3,2.5,2340,3466,2.0,0,3,7,2340,0,2004,0,98065,47.5322,-121.851,1970,3739,428000,2,10,0,10,1126,1769,7.757906208351747,7.757906208351747,7.585788821732034,1,0,1,0,1,0,1,0,1,0
3,3.25,1510,1245,3.0,0,3,7,1510,0,2007,0,98133,47.7293,-122.343,1510,1245,319950,15,10,0,7,-265,-265,7.31986492980897,7.31986492980897,7.31986492980897,1,0,1,0,1,0,1,0,0,1
2,1.0,1150,5000,1.0,0,4,7,1050,100,1924,0,98115,47.6846,-122.317,1463,4320,552000,11,9,0,90,3850,2857,7.047517221357296,6.956545443151569,7.288244401020124,1,0,1,0,1,0,0,1,0,1
4,2.75,2190,2867,1.5,0,5,7,1470,720,1929,0,98115,47.6868,-122.308,1600,3800,637000,9,2,0,86,677,2200,7.691656822810547,7.293017679772782,7.377758908227872,1,0,0,1,1,0,0,1,0,1
4,1.75,1980,9000,1.0,0,2,7,1480,500,1978,0,98023,47.3071,-122.381,1980,9360,213000,9,6,0,36,7020,7380,7.590852123688581,7.299797366758161,7.590852123688581,1,0,1,0,1,0,0,1,1,0
3,1.0,960,7200,1.0,0,4,6,960,0,1958,0,98166,47.4583,-122.353,1060,7620,215000,28,4,0,57,6240,6560,6.866933284461882,6.866933284461882,6.966024187106113,1,0,0,1,1,0,1,0,0,1
3,1.75,2180,6120,1.0,2,3,8,1380,800,1949,0,98199,47.6501,-122.405,2020,6122,590000,17,2,0,66,3940,4102,7.687080155783135,7.22983877815125,7.61085279039525,1,0,0,1,1,0,0,1,0,1
4,2.25,2270,11997,1.0,2,4,7,1540,730,1959,0,98198,47.4095,-122.296,1920,9634,287000,22,9,0,55,9727,7714,7.727535110475448,7.339537695407674,7.560080465021827,1,0,1,0,1,0,0,1,0,1
5,2.75,3550,9600,2.0,0,3,7,3550,0,1960,0,98033,47.6766,-122.186,3370,9600,580000,17,7,0,54,6050,6230,8.174702882469461,8.174702882469461,8.122668023346407,1,0,1,0,1,0,1,0,1,0
3,2.0,1330,5632,1.0,0,3,8,1330,0,1988,0,98029,47.5745,-122.017,1900,4842,424000,28,10,0,26,4302,2942,7.1929342212158,7.1929342212158,7.549609165154532,1,0,1,0,1,0,1,0,1,0
4,2.5,2110,6360,2.0,0,3,8,2110,0,1988,0,98029,47.5641,-122.012,2050,7000,610000,9,3,0,27,4250,4950,7.654443226470112,7.654443226470112,7.625595072132453,1,0,0,1,1,0,1,0,1,0
4,3.25,3470,11843,1.0,3,3,11,2270,1200,1989,0,98006,47.5513,-122.135,3910,13247,1320000,29,7,0,25,8373,9337,8.151909872940905,7.727535110475448,8.271292652979412,1,0,1,0,1,0,0,1,1,0
4,3.0,1550,3350,1.0,0,3,7,860,690,1918,2014,98107,47.6583,-122.362,1310,5000,623500,18,12,96,96,1800,3690,7.346010209913293,6.756932389247553,7.177782416195197,1,0,1,0,0,1,0,1,0,1
3,2.5,2030,1800,3.0,0,3,9,2030,0,2013,0,98112,47.6199,-122.3,1450,1441,906000,11,3,0,2,-230,-9,7.615791072035833,7.615791072035833,7.27931883541462,1,0,0,1,1,0,1,0,0,1
3,2.0,1500,11233,1.0,0,3,7,1500,0,1987,0,98019,47.7279,-121.967,1580,14013,330000,6,4,0,28,9733,12433,7.313220387090301,7.313220387090301,7.365180126021013,1,0,0,1,1,0,1,0,1,0
2,1.0,920,7688,1.0,0,3,6,920,0,1955,0,98106,47.5281,-122.362,1040,7440,275000,4,3,0,60,6768,6400,6.824373670043086,6.824373670043086,6.946975992135418,1,0,0,1,1,0,1,0,0,1
3,1.0,1470,8200,1.0,0,3,7,1040,430,1953,0,98155,47.7347,-122.302,1420,8200,290000,19,11,0,61,6730,6780,7.293017679772782,6.946975992135418,7.258412150595307,1,0,1,0,1,0,0,1,0,1
2,1.0,1150,3775,1.0,0,3,7,1150,0,1917,0,98103,47.6539,-122.329,2240,3753,599950,17,9,0,97,2625,1513,7.047517221357296,7.047517221357296,7.714231144849085,1,0,1,0,1,0,1,0,0,1
3,1.75,1690,3449,1.0,0,3,7,1690,0,1987,0,98055,47.4719,-122.191,1530,4093,289000,22,7,0,27,1759,2563,7.432483807917119,7.432483807917119,7.333023014386481,1,0,1,0,1,0,1,0,1,0
4,2.75,2150,9915,1.0,0,5,8,1240,910,1976,0,98056,47.5378,-122.17,1980,9325,411000,2,6,0,38,7765,7345,7.673223121121708,7.122866658599083,7.590852123688581,1,0,1,0,1,0,0,1,1,0
3,3.25,2330,4000,1.0,2,3,10,1730,600,1964,2000,98144,47.5882,-122.295,2080,4000,826000,25,3,36,51,1670,1920,7.753623546559746,7.455876687491824,7.640123172695364,1,0,0,1,0,1,0,1,0,1
4,2.0,2680,13680,2.0,2,4,7,2350,330,1943,1965,98056,47.4887,-122.192,1430,11000,400000,10,7,22,71,11000,9570,7.893572073504902,7.762170607138205,7.265429723253953,1,0,1,0,0,1,0,1,1,0
3,2.5,1740,2226,2.0,0,3,8,1320,420,2008,0,98106,47.525,-122.366,1740,1789,342000,14,8,0,6,486,49,7.461640392208575,7.1853870155804165,7.461640392208575,1,0,1,0,1,0,0,1,0,1
2,1.75,1320,3420,1.0,1,3,7,1080,240,1955,0,98199,47.6639,-122.399,2070,6000,475000,10,10,0,59,2100,3930,7.1853870155804165,6.984716320118266,7.635303886259415,1,0,1,0,1,0,0,1,0,1
4,3.5,3150,5500,2.0,0,3,9,3150,0,2014,0,98105,47.6644,-122.293,1550,4200,1210000,8,7,0,0,2350,2650,8.055157731819678,8.055157731819678,7.346010209913293,1,0,1,0,1,0,1,0,0,1
4,3.0,2480,9238,1.0,0,5,7,2050,430,1913,0,98166,47.4701,-122.364,1820,12214,455000,23,7,0,101,6758,10394,7.8160138391590275,7.625595072132453,7.506591780070841,1,0,1,0,1,0,0,1,0,1
4,3.0,3330,4000,1.0,0,3,8,1790,1540,1958,0,98103,47.6559,-122.344,1610,4000,850000,24,6,0,56,670,2390,8.110727582974489,7.489970898834801,7.383989457978509,1,0,1,0,1,0,0,1,0,1
3,1.0,1010,6400,1.0,0,3,7,1010,0,1971,0,98023,47.3027,-122.376,1820,6500,185000,8,1,0,44,5390,4680,6.917705609835305,6.917705609835305,7.506591780070841,1,0,0,1,1,0,1,0,1,0
5,3.75,3580,14275,2.0,0,3,10,3190,390,1999,0,98027,47.5322,-122.056,2740,14300,765000,15,5,0,15,10695,11560,8.183118079394745,8.06777619577889,7.9157131993821155,1,0,1,0,1,0,0,1,1,0
3,1.75,2220,17568,1.0,0,4,8,2220,0,1967,0,98072,47.749,-122.083,2070,11745,437000,7,7,0,47,15348,9675,7.705262474866325,7.705262474866325,7.635303886259415,1,0,1,0,1,0,1,0,1,0
3,1.5,1010,10350,1.0,0,3,7,1010,0,1969,0,98032,47.379,-122.29,1640,7700,240000,14,7,0,45,9340,6060,6.917705609835305,6.917705609835305,7.402451520818244,1,0,1,0,1,0,1,0,1,0
2,1.0,1440,7808,1.0,0,4,7,860,580,1949,0,98133,47.7431,-122.336,1550,7682,395000,28,4,0,66,6368,6132,7.272398392570047,6.756932389247553,7.346010209913293,1,0,0,1,1,0,0,1,0,1
3,1.0,1230,7492,1.0,0,3,7,1230,0,1955,0,98155,47.7633,-122.315,1710,7238,320000,6,1,0,60,6262,5528,7.114769448366463,7.114769448366463,7.444248649496705,1,0,0,1,1,0,1,0,0,1
3,1.75,1710,7350,1.0,0,3,8,1280,430,1981,0,98033,47.699,-122.167,2100,7560,525000,22,10,0,33,5640,5460,7.444248649496705,7.154615356913663,7.649692623711514,1,0,1,0,1,0,0,1,1,0
3,3.0,2390,8993,2.0,0,3,8,1680,710,1988,0,98003,47.3532,-122.306,1820,10362,260000,22,4,0,27,6603,8542,7.779048644925556,7.426549072397305,7.506591780070841,1,0,0,1,1,0,0,1,1,0
4,2.5,2300,7989,2.0,0,3,9,2300,0,1990,0,98074,47.6273,-122.034,2280,8835,560000,23,6,0,24,5689,6555,7.7406644019172415,7.7406644019172415,7.731930721948486,1,0,1,0,1,0,1,0,1,0
5,3.0,2270,5001,1.0,0,3,7,1360,910,1989,0,98108,47.5539,-122.3,1950,5500,310000,14,4,0,26,2731,3550,7.727535110475448,7.215239978730097,7.575584651557793,1,0,0,1,1,0,0,1,0,1
3,2.5,2290,6302,2.0,0,3,9,2290,0,1997,0,98058,47.435,-122.107,2700,7500,440000,13,4,0,18,4012,4800,7.736307096548285,7.736307096548285,7.90100705199242,1,0,0,1,1,0,1,0,1,0
4,1.0,1330,9715,1.0,0,4,7,970,360,1957,0,98008,47.6038,-122.122,1590,8400,458450,8,12,0,57,8385,6810,7.1929342212158,6.877296071497429,7.371489295214277,1,0,1,0,1,0,0,1,1,0
3,1.0,1200,10703,1.5,0,2,7,1200,0,1918,0,98118,47.5209,-122.28,1380,8068,200000,26,3,0,97,9503,6688,7.090076835776092,7.090076835776092,7.22983877815125,1,0,0,1,1,0,1,0,0,1
3,2.25,2160,6527,2.0,0,4,7,1580,580,1987,0,98034,47.7292,-122.212,1950,9675,430000,6,12,0,27,4367,7725,7.67786350067821,7.365180126021013,7.575584651557793,1,0,1,0,1,0,0,1,1,0
3,1.0,1120,10500,1.0,0,4,7,1120,0,1966,0,98034,47.7267,-122.226,1320,10500,360000,26,2,0,49,9380,9180,7.02108396428914,7.02108396428914,7.1853870155804165,1,0,0,1,1,0,1,0,1,0
4,2.5,2090,11645,1.0,0,3,7,1200,890,1962,0,98168,47.4759,-122.299,1450,9481,311000,9,1,0,53,9555,8031,7.644919344958857,7.090076835776092,7.27931883541462,1,0,0,1,1,0,0,1,0,1
3,3.25,1470,1152,3.0,0,3,8,1470,0,2003,0,98103,47.6516,-122.337,1470,1506,615000,22,7,0,11,-318,36,7.293017679772782,7.293017679772782,7.293017679772782,1,0,1,0,1,0,1,0,0,1
3,1.75,2270,10136,2.0,0,3,8,2270,0,1979,0,98027,47.535,-122.056,2260,9600,575000,26,11,0,35,7866,7340,7.727535110475448,7.727535110475448,7.723120092266331,1,0,1,0,1,0,1,0,1,0
3,1.75,1440,4025,1.0,0,4,6,720,720,1917,0,98126,47.567,-122.38,1500,5750,430000,22,9,0,97,2585,4250,7.272398392570047,6.579251212010101,7.313220387090301,1,0,1,0,1,0,0,1,0,1
3,1.5,1200,4800,1.0,0,4,7,1200,0,1962,0,98007,47.6084,-122.136,1510,7668,400000,3,6,0,52,3600,6158,7.090076835776092,7.090076835776092,7.31986492980897,1,0,1,0,1,0,1,0,1,0
3,1.75,1720,10710,1.0,0,3,7,860,860,1957,0,98146,47.5092,-122.362,1480,10359,340000,28,8,0,57,8990,8879,7.450079569807499,6.756932389247553,7.299797366758161,1,0,1,0,1,0,0,1,0,1
1,0.75,930,6600,1.0,0,3,6,930,0,1924,0,98125,47.7127,-122.296,1590,6600,351000,4,5,0,91,5670,5010,6.835184586147301,6.835184586147301,7.371489295214277,1,0,0,1,1,0,1,0,0,1
4,2.5,2400,8038,2.0,0,3,8,2400,0,2002,0,98059,47.4881,-122.143,2040,7756,440000,12,9,0,12,5638,5716,7.783224016336037,7.783224016336037,7.620705086838262,1,0,1,0,1,0,1,0,1,0
4,2.5,1960,11798,2.0,0,3,8,1960,0,1999,0,98092,47.3293,-122.205,2360,11785,298000,22,4,0,16,9838,9425,7.580699752224563,7.580699752224563,7.766416898019655,1,0,0,1,1,0,1,0,1,0
4,1.75,1890,9205,1.0,0,3,8,1260,630,1964,0,98133,47.774,-122.348,1430,6775,300000,14,1,0,51,7315,5345,7.544332108053688,7.138866999945524,7.265429723253953,1,0,0,1,1,0,0,1,0,1
3,2.25,1590,3056,2.0,0,3,7,1590,0,2001,0,98108,47.5432,-122.293,1540,2890,310000,23,10,0,13,1466,1350,7.371489295214277,7.371489295214277,7.339537695407674,1,0,1,0,1,0,1,0,0,1
4,2.5,2590,9354,2.0,0,4,9,2590,0,1993,0,98011,47.7703,-122.193,2730,9264,500000,8,8,0,21,6764,6534,7.859413154693583,7.859413154693583,7.912056888179006,1,0,1,0,1,0,1,0,1,0
3,1.0,860,1664,1.5,0,3,7,860,0,1927,0,98117,47.6761,-122.384,1540,4080,399900,5,5,0,88,804,2540,6.756932389247553,6.756932389247553,7.339537695407674,1,0,0,1,1,0,1,0,0,1
3,2.5,1270,2509,2.0,0,3,8,1270,0,2004,0,98106,47.5357,-122.365,1420,2206,343000,17,6,0,10,1239,786,7.146772179452637,7.146772179452637,7.258412150595307,1,0,1,0,1,0,1,0,0,1
2,2.25,1130,2191,2.0,0,3,8,1130,0,2010,0,98052,47.6861,-122.103,1140,1710,415000,29,12,0,4,1061,570,7.029972911706386,7.029972911706386,7.038783541388542,1,0,1,0,1,0,1,0,1,0
3,2.5,1860,15457,2.0,0,3,8,1860,0,1997,0,98019,47.7383,-121.955,2040,14055,410000,7,10,0,17,13597,12015,7.528331766707247,7.528331766707247,7.620705086838262,1,0,1,0,1,0,1,0,1,0
2,1.0,1802,11225,1.0,0,3,7,1802,0,1961,0,98125,47.7205,-122.323,1810,7332,320000,8,1,0,54,9423,5522,7.496652438168283,7.496652438168283,7.501082124259871,1,0,0,1,1,0,1,0,0,1
5,3.0,4480,5000,2.5,0,5,12,3420,1060,1902,0,98112,47.6275,-122.315,3220,5600,1990000,26,6,0,112,520,2380,8.40737832540903,8.13739583005665,8.077136638538454,1,0,1,0,1,0,0,1,0,1
2,1.0,1310,7128,1.0,0,4,7,940,370,1980,0,98031,47.3958,-122.189,1400,7161,253000,2,7,0,34,5818,5761,7.177782416195197,6.84587987526405,7.24422751560335,1,0,1,0,1,0,0,1,1,0
2,1.0,1130,12500,1.0,0,4,7,1130,0,1953,0,98055,47.4514,-122.187,1270,10798,216000,6,1,0,62,11370,9528,7.029972911706386,7.029972911706386,7.146772179452637,1,0,0,1,1,0,1,0,1,0
3,2.5,2180,11100,1.0,0,3,8,1230,950,1983,0,98052,47.717,-122.101,1930,12000,540000,27,4,0,32,8920,10070,7.687080155783135,7.114769448366463,7.5652752818989315,1,0,0,1,1,0,0,1,1,0
3,1.5,1830,12233,1.5,0,4,5,1830,0,1930,0,98022,47.2057,-122.003,1520,12233,212000,30,9,0,84,10403,10713,7.512071245835466,7.512071245835466,7.326465613840322,1,0,1,0,1,0,1,0,1,0
3,2.75,2340,12282,1.0,2,3,8,1470,870,1978,0,98155,47.7379,-122.289,2640,8887,300000,29,1,0,37,9942,6247,7.757906208351747,7.293017679772782,7.878534196140362,1,0,0,1,1,0,0,1,0,1
3,2.5,2830,3750,3.0,0,3,10,2830,0,2014,0,98117,47.6798,-122.385,1780,5100,969950,27,8,0,0,920,3320,7.948031990637284,7.948031990637284,7.484368643286131,1,0,1,0,1,0,1,0,0,1
3,1.0,1610,7680,1.0,0,3,6,900,710,1956,0,98122,47.6038,-122.303,1940,2880,715000,8,8,0,58,6070,940,7.383989457978509,6.802394763324311,7.570443252057374,1,0,1,0,1,0,0,1,0,1
4,2.75,2660,9547,1.0,1,3,8,1930,730,1968,2006,98004,47.616,-122.218,2410,10001,1440000,1,12,38,46,6887,7591,7.886081401775745,7.5652752818989315,7.787382026484701,1,0,1,0,0,1,0,1,1,0
3,1.0,1030,5350,1.0,0,3,7,1030,0,1924,2009,98055,47.4905,-122.206,1030,5250,305000,15,7,85,90,4320,4220,6.937314081223682,6.937314081223682,6.937314081223682,1,0,1,0,0,1,1,0,1,0
3,4.0,1390,1569,2.0,0,3,9,1150,240,2006,0,98105,47.671,-122.269,1620,1855,458000,4,12,0,8,179,235,7.237059026124737,7.047517221357296,7.390181428226429,1,0,1,0,1,0,0,1,0,1
3,1.75,1580,8775,1.0,0,3,6,1220,360,1942,0,98146,47.4845,-122.335,1180,8775,275000,14,4,0,73,7195,7595,7.365180126021013,7.106606137727303,7.07326971745971,1,0,0,1,1,0,0,1,0,1
3,2.75,2330,4780,2.0,3,3,8,1730,600,1930,1988,98198,47.3459,-122.326,1100,5336,550000,14,10,58,84,2450,4236,7.753623546559746,7.455876687491824,7.003065458786462,1,0,1,0,0,1,0,1,0,1
3,3.25,1540,704,3.0,0,3,9,1540,0,2011,0,98122,47.6177,-122.308,1540,1456,742000,4,6,0,3,-836,-84,7.339537695407674,7.339537695407674,7.339537695407674,1,0,1,0,1,0,1,0,0,1
3,1.0,1570,4000,2.0,0,5,8,1570,0,1908,0,98103,47.6575,-122.346,1640,4000,700000,25,7,0,106,2430,2360,7.358830898342354,7.358830898342354,7.402451520818244,1,0,1,0,1,0,1,0,0,1
4,3.0,2940,5763,1.0,0,5,8,1640,1300,1955,0,98108,47.5589,-122.295,2020,7320,640000,12,11,0,59,2823,5300,7.986164860332727,7.402451520818244,7.61085279039525,1,0,1,0,1,0,0,1,0,1
3,0.75,1240,7200,1.0,0,3,7,1240,0,1947,0,98133,47.7298,-122.342,1210,7200,352000,10,4,0,68,5960,5990,7.122866658599083,7.122866658599083,7.098375638590786,1,0,0,1,1,0,1,0,0,1
3,1.0,1410,7419,1.0,0,3,7,1050,360,1969,0,98056,47.534,-122.173,1800,8000,301500,1,2,0,46,6009,6200,7.251344983372214,6.956545443151569,7.495541943884256,1,0,0,1,1,0,0,1,1,0
4,2.5,2190,9880,1.0,0,4,8,1410,780,1979,0,98033,47.6926,-122.186,2190,9198,630000,2,7,0,35,7690,7008,7.691656822810547,7.251344983372214,7.691656822810547,1,0,1,0,1,0,0,1,1,0
3,2.5,3040,6255,2.0,0,3,7,3040,0,1999,0,98030,47.3817,-122.206,2670,6259,340000,23,2,0,16,3215,3589,8.019612794400267,8.019612794400267,7.889833751394295,1,0,0,1,1,0,1,0,1,0
4,1.75,1860,9364,1.0,0,3,7,1080,780,1953,0,98125,47.731,-122.301,1800,9364,477500,10,3,0,62,7504,7564,7.528331766707247,6.984716320118266,7.495541943884256,1,0,0,1,1,0,0,1,0,1
