bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,year_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,yr_renovated_binary,basement_binary,zip_binary
3,2.5,2220,6380,1.5,0,0,4,8,1660,560,1931,0,98115,47.6974,-122.313,950,6380,650000,29,9,2014,0,83,4160,5430,0,1,1
2,2.0,1870,5580,1.0,0,0,3,8,1870,0,2004,0,98053,47.7101,-122.031,1670,4500,554000,5,8,2014,0,10,3710,2830,0,0,0
3,2.0,1660,10000,1.0,0,0,4,7,1010,650,1961,0,98005,47.5852,-122.174,2020,9720,529941,23,2,2015,0,54,8340,7700,0,1,0
3,1.0,1330,3740,1.5,0,0,3,6,1330,0,1903,0,98118,47.5502,-122.274,1330,5053,310000,20,10,2014,0,111,2410,3723,0,0,1
3,1.0,1330,3740,1.5,0,0,3,6,1330,0,1903,0,98118,47.5502,-122.274,1330,5053,389000,22,4,2015,0,112,2410,3723,0,0,1
3,3.0,2630,4972,2.0,0,0,3,9,2630,0,2006,0,98052,47.693,-122.133,2880,4972,731781,9,9,2014,0,8,2342,2092,0,0,0
2,1.0,1100,4750,1.0,0,0,3,7,1100,0,1946,0,98116,47.5772,-122.381,1830,4750,502501,22,4,2015,0,69,3650,2920,0,0,1
3,1.75,1810,7950,1.0,0,0,4,7,1810,0,1968,0,98008,47.6236,-122.117,1680,7725,443000,17,11,2014,0,46,6140,6045,0,0,0
3,2.0,2060,4080,1.0,0,0,5,7,1060,1000,1921,0,98144,47.574,-122.289,1400,4080,607000,15,8,2014,0,93,2020,2680,0,1,1
3,3.5,4660,5500,2.0,0,4,5,10,3040,1620,1909,0,98102,47.6465,-122.319,2980,5500,2150000,2,7,2014,0,105,840,2520,0,1,1
4,2.5,2370,15200,1.0,0,0,3,8,1660,710,1975,0,98052,47.6295,-122.089,2360,13879,585000,10,9,2014,0,39,12830,11519,0,1,0
3,2.5,2430,10500,2.0,0,1,3,9,2430,0,1989,0,98004,47.5818,-122.198,3440,12842,1030000,19,6,2014,0,25,8070,9402,0,0,0
3,2.5,1880,7000,2.0,0,0,3,8,1880,0,1993,0,98031,47.4206,-122.184,1880,7000,315000,12,6,2014,0,21,5120,5120,0,0,0
2,1.0,1150,5695,1.0,0,0,4,6,1150,0,1958,0,98056,47.4989,-122.171,1150,5695,180000,21,10,2014,0,56,4545,4545,0,0,0
3,2.0,1350,14200,1.0,0,0,3,7,1350,0,1989,0,98019,47.7315,-121.972,2100,15101,322500,13,5,2014,0,25,12850,13001,0,0,0
3,2.75,2180,7519,1.0,0,0,4,7,1310,870,1981,0,98052,47.6959,-122.125,1510,7107,568500,2,6,2014,0,33,5339,5597,0,1,0
4,2.75,3370,6675,1.0,0,3,4,8,1920,1450,1948,0,98144,47.5887,-122.291,2250,5550,813000,11,6,2014,0,66,3305,3300,0,1,1
5,2.25,3650,13068,1.0,0,0,4,10,1850,1800,1976,0,98040,47.5458,-122.231,2760,13927,1090000,14,4,2015,0,39,9418,11167,0,1,0
4,2.0,2100,4857,2.0,0,0,3,8,2100,0,1965,1984,98155,47.7521,-122.279,1450,5965,424000,26,6,2014,19,49,2757,4515,1,0,1
2,1.0,670,5600,1.0,0,0,3,6,670,0,1903,0,98108,47.5498,-122.304,1960,7176,235000,17,7,2014,0,111,4930,5216,0,0,1
3,3.5,2420,4000,2.0,0,0,5,9,1820,600,1907,0,98122,47.6054,-122.295,2030,4550,740000,29,9,2014,0,107,1580,2520,0,1,1
1,1.0,760,3000,1.0,0,0,3,7,760,0,1900,0,98122,47.6059,-122.303,1270,3000,415000,13,8,2014,0,114,2240,1730,0,0,1
3,2.75,2200,14925,1.0,0,0,3,6,1100,1100,1982,0,98053,47.6606,-122.059,1520,14212,432000,22,5,2014,0,32,12725,12692,0,1,0
3,1.75,1300,2446,1.0,0,3,3,8,880,420,1961,0,98122,47.6071,-122.285,2440,5051,676500,15,9,2014,0,53,1146,2611,0,1,1
2,1.0,720,4592,1.0,0,0,4,6,720,0,1943,0,98199,47.6534,-122.404,1030,5816,419000,20,11,2014,0,71,3872,4786,0,0,1
4,2.5,2230,4372,2.0,0,0,5,8,1540,690,1935,0,98103,47.6698,-122.334,2020,4372,900000,9,7,2014,0,79,2142,2352,0,1,1
5,1.75,2100,7347,1.0,0,0,3,7,1070,1030,1981,0,98028,47.7751,-122.268,2170,9418,330000,28,4,2015,0,34,5247,7248,0,1,0
4,2.5,3060,6000,2.0,0,0,3,9,3060,0,2012,0,98038,47.3689,-122.058,3040,6000,465000,27,6,2014,0,2,2940,2960,0,0,0
3,2.75,2810,18731,2.0,1,4,4,10,2810,0,1974,0,98052,47.6361,-122.093,3120,14810,1700000,23,6,2014,0,40,15921,11690,0,0,0
3,2.25,2550,8588,1.0,0,4,3,9,2550,0,1989,0,98011,47.7711,-122.195,3050,8588,490000,27,8,2014,0,25,6038,5538,0,0,0
4,2.75,2530,14178,2.0,0,0,3,8,2530,0,1997,0,98019,47.737,-121.955,2530,14055,469950,8,7,2014,0,17,11648,11525,0,0,0
3,1.75,1300,5413,1.5,0,0,3,7,1300,0,1925,1992,98115,47.6988,-122.32,1590,6380,536000,9,5,2014,67,89,4113,4790,1,0,1
3,1.0,1530,2400,1.0,0,0,4,7,890,640,1928,0,98103,47.6543,-122.354,1240,2400,575000,17,4,2015,0,87,870,1160,0,1,1
5,2.75,2380,7500,1.0,0,0,3,7,1300,1080,1984,0,98178,47.5009,-122.235,2400,6000,361000,25,3,2015,0,31,5120,3600,0,1,1
5,2.25,2400,13450,1.0,0,0,5,7,1200,1200,1957,0,98008,47.6007,-122.117,1950,10361,650000,27,3,2015,0,58,11050,8411,0,1,0
2,1.0,1030,6000,1.0,0,0,2,7,830,200,1951,0,98118,47.5291,-122.268,1770,5000,230005,23,3,2015,0,64,4970,3230,0,1,1
4,1.5,1940,6386,1.0,0,0,3,7,1140,800,1954,0,98118,47.5533,-122.285,1340,6165,280000,14,8,2014,0,60,4446,4825,0,1,1
3,2.25,1850,10855,1.0,0,0,3,8,1370,480,1985,0,98029,47.5696,-122.02,1850,8209,520000,16,7,2014,0,29,9005,6359,0,1,0
3,1.75,1440,7200,1.0,0,0,3,7,1440,0,1986,0,98188,47.4473,-122.284,1640,9167,239950,10,4,2015,0,29,5760,7527,0,0,1
3,1.5,2040,6000,1.0,0,0,3,7,1340,700,1957,0,98118,47.5218,-122.286,1190,6000,335000,16,6,2014,0,57,3960,4810,0,1,1
3,2.5,2120,7401,2.0,0,0,3,8,2120,0,1989,0,98029,47.5781,-122.018,2010,7972,612000,17,4,2015,0,26,5281,5962,0,0,0
2,1.0,830,8000,1.0,0,0,3,6,830,0,1954,0,98198,47.4215,-122.318,1300,8000,200000,4,8,2014,0,60,7170,6700,0,0,1
3,1.75,3140,8571,1.0,0,0,4,8,1670,1470,1985,0,98023,47.3074,-122.337,2590,7949,345000,10,7,2014,0,29,5431,5359,0,1,0
4,2.5,2410,6440,1.0,0,0,3,8,1550,860,1974,0,98034,47.7153,-122.191,2330,6938,520000,28,1,2015,0,41,4030,4608,0,1,0
4,2.25,2190,4080,2.0,0,0,3,8,1800,390,1918,0,98119,47.6425,-122.358,2100,4080,855000,18,6,2014,0,96,1890,1980,0,1,1
4,1.75,2190,5060,1.0,0,0,3,7,1190,1000,1950,0,98116,47.5846,-122.387,1510,4600,567500,7,5,2015,0,65,2870,3090,0,1,1
3,1.5,1210,7247,1.0,0,0,4,7,1210,0,1967,0,98003,47.328,-122.321,1370,7869,208000,10,11,2014,0,47,6037,6499,0,0,0
3,1.75,1880,16239,1.0,0,0,3,7,880,1000,1922,0,98115,47.7004,-122.304,1260,7528,452000,21,8,2014,0,92,14359,6268,0,1,1
3,3.0,2410,12183,2.0,0,0,3,9,2410,0,1988,0,98011,47.747,-122.177,2540,9979,555000,28,7,2014,0,26,9773,7439,0,0,0
5,2.75,2620,8861,1.0,0,0,5,8,1350,1270,1979,0,98056,47.5226,-122.183,1940,10800,519000,5,9,2014,0,35,6241,8860,0,1,0
3,2.25,1850,2575,2.0,0,0,3,9,1850,0,2013,0,98118,47.5525,-122.273,1080,4120,474950,3,12,2014,0,1,725,3040,0,0,1
2,1.0,860,1800,1.0,0,0,3,7,860,0,1909,0,98119,47.6334,-122.371,2160,3120,390000,11,9,2014,0,105,940,960,0,0,1
7,2.25,2620,6890,2.0,0,0,4,7,2620,0,1961,0,98007,47.6123,-122.134,2070,7910,539000,20,10,2014,0,53,4270,5840,0,0,0
3,1.0,1850,5000,1.5,0,0,3,7,1850,0,1922,0,98103,47.6727,-122.351,1850,5000,611000,8,12,2014,0,92,3150,3150,0,0,1
3,2.5,3490,8343,2.0,1,4,4,9,2150,1340,1939,1991,98125,47.7265,-122.281,2990,13104,1680000,8,7,2014,52,75,4853,10114,1,1,1
5,2.75,3170,7062,2.0,0,0,3,9,3170,0,2014,0,98074,47.5937,-122.061,3210,6891,919950,3,9,2014,0,0,3892,3681,0,0,0
4,2.5,2530,7563,1.0,0,0,3,7,1440,1090,1978,0,98011,47.7762,-122.21,1960,7811,400000,10,6,2014,0,36,5033,5851,0,1,0
2,1.75,1640,6750,1.0,0,0,4,8,1340,300,1939,0,98125,47.7068,-122.308,1760,7490,640500,11,2,2015,0,76,5110,5730,0,1,1
4,2.5,2130,9013,2.0,0,0,3,8,2130,0,1988,0,98001,47.3208,-122.273,2350,8982,310000,16,3,2015,0,27,6883,6632,0,0,0
4,1.0,1440,7215,1.5,0,0,3,7,1440,0,1969,0,98034,47.7133,-122.212,1150,7215,355000,16,10,2014,0,45,5775,6065,0,0,0
3,1.75,1940,7313,1.0,0,1,4,8,1440,500,1960,0,98136,47.5239,-122.387,2160,7200,685000,29,5,2014,0,54,5373,5040,0,1,1
3,1.0,1120,8576,1.0,0,0,3,6,1120,0,1943,0,98178,47.4896,-122.248,1050,8812,202500,17,10,2014,0,71,7456,7762,0,0,1
3,2.5,2400,5817,2.0,0,0,3,8,2400,0,1998,0,98065,47.5371,-121.87,2420,5817,540000,5,5,2015,0,17,3417,3397,0,0,0
4,2.5,1810,4871,2.0,0,0,3,8,1810,0,1999,0,98031,47.4088,-122.192,1850,5003,295000,17,11,2014,0,15,3061,3153,0,0,0
3,1.0,1270,6612,1.5,0,3,3,7,1270,0,1927,0,98118,47.5433,-122.264,2100,7680,518000,24,4,2015,0,88,5342,5580,0,0,1
2,1.75,1350,4023,1.0,0,0,3,7,1350,0,2005,0,98038,47.3493,-122.023,1370,3570,250000,1,5,2015,0,10,2673,2200,0,0,0
2,1.0,1620,3880,1.0,0,0,4,7,920,700,1924,0,98117,47.6855,-122.391,1330,3880,481000,21,11,2014,0,90,2260,2550,0,1,1
3,2.25,2650,12845,1.0,0,3,3,9,1770,880,1977,0,98034,47.7209,-122.256,2650,12902,898000,23,10,2014,0,37,10195,10252,0,1,0
5,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,98052,47.6635,-122.149,1900,9750,570000,4,8,2014,0,45,7240,7850,0,0,0
3,2.5,1660,5250,2.0,0,0,4,8,1660,0,1988,0,98003,47.3541,-122.3,1630,5505,265000,9,2,2015,0,27,3590,3875,0,0,0
4,2.5,2690,8036,2.0,0,0,4,9,2690,0,1987,0,98007,47.6596,-122.144,2420,8087,790000,19,8,2014,0,27,5346,5667,0,0,0
2,2.25,2910,6110,2.0,0,2,4,9,2910,0,1985,0,98136,47.5279,-122.387,2090,5763,620000,12,3,2015,0,30,3200,3673,0,0,1
4,3.5,2720,9000,2.0,0,0,3,8,2670,50,1997,0,98125,47.7034,-122.297,1960,7772,709050,19,8,2014,0,17,6280,5812,0,1,1
3,1.0,1280,5100,1.0,0,0,3,7,1280,0,1948,0,98126,47.5259,-122.38,1380,7140,296500,6,8,2014,0,66,3820,5760,0,0,1
3,2.25,1760,10835,1.0,0,0,4,8,1290,470,1976,0,98027,47.522,-122.048,2050,10488,440000,22,10,2014,0,38,9075,8438,0,1,0
2,1.0,800,6016,1.0,0,0,3,6,800,0,1942,0,98117,47.6913,-122.369,1470,3734,405000,8,12,2014,0,72,5216,2264,0,0,1
2,1.0,930,4000,1.0,0,0,3,6,730,200,1943,0,98108,47.5321,-122.323,1100,5000,269500,13,5,2015,0,72,3070,3900,0,1,1
5,1.75,2040,5280,1.0,0,0,4,7,1020,1020,1961,0,98007,47.5941,-122.144,1720,7344,520000,19,11,2014,0,53,3240,5624,0,1,0
4,1.75,2000,10890,1.0,0,0,4,7,1390,610,1961,0,98003,47.3203,-122.321,1520,9250,335000,9,10,2014,0,53,8890,7730,0,1,0
4,3.5,3130,3900,2.0,0,0,3,9,2550,580,2008,0,98115,47.6849,-122.327,1830,3900,1390000,13,3,2015,0,7,770,2070,0,1,1
4,2.5,2300,9900,1.0,0,2,3,8,1600,700,1961,0,98136,47.5256,-122.385,2510,7500,740000,15,12,2014,0,53,7600,4990,0,1,1
3,2.25,2140,9990,1.0,0,0,4,8,2140,0,1962,0,98003,47.3484,-122.298,2060,9990,270000,17,3,2015,0,53,7850,7930,0,0,0
4,2.0,2210,5572,1.5,0,3,3,7,1760,450,1911,0,98126,47.5727,-122.376,1760,4713,510000,4,5,2015,0,104,3362,2953,0,1,1
2,1.0,970,13700,1.0,0,0,3,6,970,0,1949,0,98106,47.515,-122.362,1570,10880,300000,21,5,2014,0,65,12730,9310,0,0,1
5,2.25,2690,10800,1.0,0,3,4,8,2020,670,1956,0,98040,47.5821,-122.247,3380,9134,1300000,23,3,2015,0,59,8110,5754,0,1,0
4,2.0,1890,5188,1.5,0,0,4,7,1670,220,1940,0,98105,47.6633,-122.287,1800,4848,675000,19,8,2014,0,74,3298,3048,0,1,1
6,3.25,3140,14923,2.0,0,0,3,10,3140,0,1991,0,98006,47.5411,-122.133,2980,10758,925850,4,11,2014,0,23,11783,7778,0,0,0
4,2.25,2140,8800,2.0,0,0,4,7,2140,0,1963,0,98032,47.3655,-122.291,2060,9790,245000,5,1,2015,0,52,6660,7730,0,0,0
3,1.0,1090,6712,1.0,0,0,4,7,1090,0,1972,0,98034,47.7155,-122.211,1440,7350,344950,17,3,2015,0,43,5622,5910,0,0,0
3,1.75,1330,7216,1.0,0,0,3,7,1330,0,1969,0,98034,47.7199,-122.18,1500,8000,381000,11,8,2014,0,45,5886,6500,0,0,0
4,4.0,4690,6900,2.0,0,0,3,11,3480,1210,2001,0,98004,47.6165,-122.216,2800,11240,1950000,30,12,2014,0,13,2210,8440,0,1,0
3,1.75,1750,11461,2.0,0,0,4,7,1750,0,1976,0,98002,47.3173,-122.21,2140,11276,232603,19,6,2014,0,38,9711,9136,0,0,0
5,2.5,1760,10200,1.5,0,0,3,6,1760,0,1925,0,98106,47.5271,-122.351,1370,7620,220000,12,12,2014,0,89,8440,6250,0,0,1
4,1.75,1810,7700,1.0,0,0,5,8,1390,420,1977,0,98033,47.6976,-122.169,2080,7700,600000,11,8,2014,0,37,5890,5620,0,1,0
3,2.5,1360,5754,2.0,0,0,3,7,1360,0,1994,0,98030,47.3645,-122.183,1360,7050,239000,5,11,2014,0,20,4394,5690,0,0,0
3,1.75,1730,9211,1.0,0,0,3,8,1730,0,1961,0,98125,47.7149,-122.322,1440,9211,400000,26,8,2014,0,53,7481,7771,0,0,1
6,2.75,4710,11000,2.0,0,3,3,10,3690,1020,1931,0,98105,47.6622,-122.272,2950,5300,2180000,8,7,2014,0,83,6290,2350,0,1,1
3,1.0,1010,8551,1.0,0,0,5,7,1010,0,1953,0,98155,47.7351,-122.295,1310,8504,350000,8,9,2014,0,61,7541,7194,0,0,1
3,1.5,1540,8400,1.0,0,0,5,7,1540,0,1968,0,98056,47.5237,-122.199,1690,7689,380000,10,9,2014,0,46,6860,5999,0,0,0
4,1.75,1480,7875,1.0,0,0,3,7,740,740,1927,0,98199,47.643,-122.397,1680,5851,511200,15,10,2014,0,87,6395,4171,0,1,1
4,2.5,2520,5000,2.0,0,0,3,9,2520,0,2004,0,98029,47.5524,-121.992,2910,5001,680000,14,10,2014,0,10,2480,2091,0,0,0
3,3.25,1210,941,2.0,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.356,1650,1493,350000,26,7,2014,0,12,-269,-157,0,1,1
4,2.5,3030,12590,1.5,0,0,4,10,3030,0,1988,0,98004,47.5806,-122.193,2980,11635,1050000,22,5,2014,0,26,9560,8655,0,0,0
3,2.0,1440,3900,1.0,0,0,3,8,1440,0,2002,0,98053,47.7022,-122.021,1350,3900,391265,28,10,2014,0,12,2460,2550,0,0,0
3,2.0,1750,5750,1.0,0,2,5,7,870,880,1956,0,98116,47.5579,-122.384,1750,5750,575000,28,4,2015,0,59,4000,4000,0,1,1
3,1.0,1050,5156,1.5,0,0,3,7,1050,0,1919,0,98106,47.5169,-122.358,1050,5502,165000,16,4,2015,0,96,4106,4452,0,0,1
3,2.25,1950,3600,1.5,0,0,5,8,1430,520,1911,0,98119,47.637,-122.363,1950,3600,850000,12,8,2014,0,103,1650,1650,0,1,1
3,1.0,1020,6000,1.0,0,0,3,5,1020,0,1900,0,98027,47.5281,-122.031,2070,7200,210000,4,8,2014,0,114,4980,5130,0,0,0
4,2.5,1820,9161,1.0,0,0,4,7,1220,600,1975,0,98058,47.4333,-122.168,1860,7650,325000,24,8,2014,0,39,7341,5790,0,1,0
3,2.5,1400,7508,2.0,0,0,4,7,1400,0,1987,0,98034,47.7233,-122.167,1710,7700,430000,18,7,2014,0,27,6108,5990,0,0,0
3,1.5,1540,8110,1.0,0,0,4,7,1190,350,1959,0,98125,47.7329,-122.291,1290,8110,325500,25,11,2014,0,55,6570,6820,0,1,1
3,1.75,2370,6360,1.0,0,3,3,7,1280,1090,1954,0,98178,47.5039,-122.24,1990,6360,385000,20,7,2014,0,60,3990,4370,0,1,1
1,1.0,670,1800,1.0,0,0,5,6,670,0,1905,0,98103,47.654,-122.35,1330,3360,435000,23,3,2015,0,110,1130,2030,0,0,1
4,1.0,2420,15520,2.0,0,0,4,7,2420,0,1945,0,98006,47.5744,-122.137,1630,9965,550000,21,7,2014,0,69,13100,8335,0,0,0
3,1.0,1000,7800,1.0,0,0,4,6,860,140,1930,0,98125,47.7098,-122.283,1700,7800,400000,9,10,2014,0,84,6800,6100,0,1,1
4,2.75,2100,7350,1.0,0,0,5,7,1240,860,1978,0,98034,47.7194,-122.172,2490,7350,503000,21,7,2014,0,36,5250,4860,0,1,0
4,2.5,2800,5368,2.0,0,0,3,8,2800,0,2003,0,98074,47.6076,-122.053,2790,5368,676000,19,8,2014,0,11,2568,2578,0,0,0
3,1.0,940,11055,1.5,0,0,4,7,940,0,1959,0,98032,47.3732,-122.295,1420,9100,180000,13,11,2014,0,55,10115,7680,0,0,0
3,2.0,1640,5280,1.5,0,0,5,6,1640,0,1910,0,98002,47.3089,-122.213,1160,7875,234000,11,6,2014,0,104,3640,6715,0,0,0
4,2.5,2760,5000,1.5,0,0,5,7,1680,1080,1928,0,98107,47.6726,-122.371,1850,5000,734200,12,5,2014,0,86,2240,3150,0,1,1
3,1.75,1100,10125,1.0,0,0,4,7,1100,0,1969,0,98092,47.3232,-122.103,1520,10125,224000,9,12,2014,0,45,9025,8605,0,0,0
3,1.0,1320,7155,1.0,0,0,4,6,1320,0,1961,0,98002,47.2857,-122.22,1070,8100,185000,19,9,2014,0,53,5835,7030,0,0,0
3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0,98107,47.6755,-122.369,1530,5000,554600,18,8,2014,0,114,3530,3470,0,0,1
3,1.75,1480,8009,1.0,0,0,3,7,980,500,1980,0,98032,47.3657,-122.28,1790,7678,268000,25,8,2014,0,34,6529,5888,0,1,0
4,2.25,2260,8715,1.0,0,0,4,8,1530,730,1976,0,98008,47.6237,-122.106,2220,8650,675000,15,9,2014,0,38,6455,6430,0,1,0
4,2.25,2210,10039,1.0,0,0,4,8,1710,500,1967,0,98052,47.634,-122.101,2070,10965,620000,11,7,2014,0,47,7829,8895,0,1,0
3,1.75,1540,12446,1.0,0,0,5,8,1540,0,1967,0,98027,47.5172,-122.027,1330,11508,396450,21,5,2014,0,47,10906,10178,0,0,0
5,1.75,1910,9720,1.0,0,0,4,7,1390,520,1955,0,98006,47.5772,-122.159,1750,9720,565000,20,8,2014,0,59,7810,7970,0,1,0
3,1.75,1760,3520,1.0,0,0,3,7,1160,600,1966,0,98144,47.5773,-122.303,1840,5000,410000,24,8,2014,0,48,1760,3160,0,1,1
4,3.0,2240,6000,1.5,0,0,4,8,1270,970,1914,0,98109,47.6369,-122.35,2240,4250,1190000,19,5,2014,0,100,3760,2010,0,1,1
3,2.25,2110,7279,1.0,0,0,4,9,2110,0,1984,0,98033,47.6669,-122.17,2130,7279,716125,21,8,2014,0,30,5169,5149,0,0,0
4,2.75,3040,7274,2.0,0,3,3,9,2320,720,1986,0,98125,47.7184,-122.28,2830,10080,640000,11,7,2014,0,28,4234,7250,0,1,1
2,1.0,1140,5650,1.0,0,1,3,6,980,160,1920,0,98116,47.5634,-122.391,1220,5700,374000,10,9,2014,0,94,4510,4480,0,1,1
4,2.0,1780,12161,1.0,0,0,5,7,1160,620,1950,0,98155,47.7746,-122.323,1780,8170,415000,15,4,2015,0,65,10381,6390,0,1,1
3,2.5,1484,1761,3.0,0,0,3,7,1484,0,2003,0,98115,47.6844,-122.317,1484,4320,365000,4,9,2014,0,11,277,2836,0,0,1
4,2.5,2230,12753,1.0,0,0,4,7,1180,1050,1981,0,98074,47.6297,-122.033,1860,12753,600000,14,9,2014,0,33,10523,10893,0,1,0
3,1.0,1580,7560,1.0,0,0,4,7,1000,580,1976,0,98001,47.3318,-122.277,1580,7560,254999,22,4,2015,0,39,5980,5980,0,1,0
4,2.5,2040,8076,2.0,0,0,3,7,2040,0,1994,0,98042,47.3691,-122.074,2040,8408,279000,16,9,2014,0,20,6036,6368,0,0,0
4,2.25,1490,956,2.0,0,0,3,7,1020,470,2005,0,98122,47.6184,-122.301,1510,1350,507000,28,7,2014,0,9,-534,-160,0,1,1
3,1.75,1560,9788,1.0,0,0,3,7,1560,0,1964,0,98178,47.4876,-122.226,1840,11180,291000,20,5,2014,0,50,8228,9340,0,0,1
2,1.5,830,1077,2.0,0,0,3,7,830,0,2006,0,98122,47.6058,-122.319,830,1366,350000,2,12,2014,0,8,247,536,0,0,1
3,1.0,980,2490,2.0,0,0,4,6,980,0,1969,0,98092,47.317,-122.182,980,3154,90000,29,11,2014,0,45,1510,2174,0,0,0
3,1.75,1980,7000,1.0,0,0,4,8,1360,620,1977,0,98058,47.4442,-122.129,1880,7200,329000,6,8,2014,0,37,5020,5320,0,1,0
4,2.5,3680,11648,2.0,0,0,3,10,3680,0,1986,0,98006,47.5604,-122.107,2830,11251,909000,14,8,2014,0,28,7968,8421,0,0,0
2,1.0,860,5400,1.0,0,0,4,5,860,0,1953,0,98056,47.492,-122.171,960,5400,187000,15,10,2014,0,61,4540,4440,0,0,0
3,1.75,1850,5100,1.0,0,0,3,7,1020,830,1909,0,98105,47.6605,-122.326,1850,5100,580000,9,7,2014,0,105,3250,3250,0,1,1
3,2.5,1620,5992,2.0,0,0,3,7,1620,0,2001,0,98019,47.736,-121.965,1620,4644,345000,3,9,2014,0,13,4372,3024,0,0,0
4,2.5,2240,7200,2.0,0,0,3,8,2240,0,1995,0,98118,47.5636,-122.275,1860,6600,497000,15,5,2014,0,19,4960,4740,0,0,1
3,1.0,1010,3060,1.5,0,0,3,6,1010,0,1904,0,98118,47.5657,-122.285,1330,4590,345000,15,8,2014,0,110,2050,3260,0,0,1
3,1.75,1610,7350,1.0,0,0,3,8,1610,0,1974,0,98058,47.4503,-122.131,2120,7350,313500,19,11,2014,0,40,5740,5230,0,0,0
3,2.5,2720,7250,2.0,0,0,3,9,2720,0,1990,0,98033,47.6894,-122.195,2870,7250,910000,2,4,2015,0,25,4530,4380,0,0,0
3,1.5,2080,5244,1.0,0,0,3,7,1190,890,1959,0,98125,47.7144,-122.293,1850,6982,399950,4,6,2014,0,55,3164,5132,0,1,1
4,2.0,1930,6600,1.0,0,0,4,7,1030,900,1967,0,98168,47.482,-122.332,1220,6600,268000,27,5,2014,0,47,4670,5380,0,1,1
4,1.75,2250,8458,1.0,0,0,3,8,1450,800,1954,0,98136,47.5235,-122.383,1950,7198,559000,29,12,2014,0,60,6208,5248,0,1,1
3,2.25,1980,8755,1.0,0,0,4,7,1300,680,1963,0,98198,47.3922,-122.321,2030,8671,309000,9,7,2014,0,51,6775,6641,0,1,1
3,2.5,1960,4400,2.0,0,0,3,7,1960,0,2006,0,98065,47.5384,-121.889,2060,4400,410000,9,6,2014,0,8,2440,2340,0,0,0
3,1.0,1320,8625,1.0,0,0,4,7,1320,0,1957,0,98056,47.4902,-122.179,1370,8295,259000,20,5,2014,0,57,7305,6925,0,0,0
5,2.0,2940,5500,2.0,0,0,4,9,2340,600,1909,0,98102,47.6466,-122.321,2940,5500,950000,24,11,2014,0,105,2560,2560,0,1,1
4,1.0,1460,7200,1.5,0,0,4,7,1460,0,1955,0,98155,47.7602,-122.306,1690,7357,320000,2,12,2014,0,59,5740,5667,0,0,1
3,2.0,2620,10107,1.0,0,3,3,7,2620,0,1982,0,98198,47.4096,-122.329,1730,7812,394250,24,11,2014,0,32,7487,6082,0,0,1
1,1.0,700,3876,1.0,0,0,3,6,700,0,1910,0,98103,47.6886,-122.352,1150,3952,315000,6,11,2014,0,104,3176,2802,0,0,1
2,2.0,1140,12000,1.0,0,0,3,6,1140,0,1943,0,98027,47.5277,-122.031,1880,6125,480000,24,12,2014,0,71,10860,4245,0,0,0
3,2.5,2480,5647,2.0,0,0,3,7,2480,0,2002,0,98065,47.5355,-121.88,2510,5018,450000,27,10,2014,0,12,3167,2508,0,0,0
3,1.5,1130,5413,1.0,0,0,3,7,940,190,1946,0,98125,47.7021,-122.32,1400,7168,420000,1,10,2014,0,68,4283,5768,0,1,1
6,3.75,2770,5000,1.0,0,0,3,8,1870,900,1969,0,98107,47.669,-122.365,1570,2108,890000,17,3,2015,0,46,2230,538,0,1,1
4,2.0,1710,8814,1.0,0,0,5,7,1030,680,1975,0,98031,47.395,-122.174,1710,7272,295000,6,10,2014,0,39,7104,5562,0,1,0
3,2.5,2250,7294,2.0,0,0,3,8,2250,0,1994,0,98092,47.2636,-122.212,2140,7363,308900,11,6,2014,0,20,5044,5223,0,0,0
2,2.5,2300,6984,1.0,0,0,3,8,2300,0,2006,0,98053,47.7087,-122.015,1820,4950,665000,28,1,2015,0,9,4684,3130,0,0,0
3,1.75,1740,5500,1.0,0,0,5,7,970,770,1953,0,98116,47.577,-122.395,1740,7250,577000,3,9,2014,0,61,3760,5510,0,1,1
3,2.5,2830,3750,3.0,0,0,3,10,2830,0,2014,0,98117,47.6799,-122.385,1780,5000,959000,17,9,2014,0,0,920,3220,0,0,1
2,1.75,1240,6417,1.0,0,0,5,7,1240,0,1924,0,98126,47.5439,-122.379,1800,6417,471000,26,6,2014,0,90,5177,4617,0,0,1
3,2.5,2180,7169,2.0,0,0,3,8,2180,0,1990,0,98029,47.5714,-122.002,2150,5914,560000,21,4,2015,0,25,4989,3764,0,0,0
5,2.25,2510,9887,2.0,0,0,3,8,2510,0,1972,0,98040,47.5339,-122.223,2510,10006,955000,14,5,2014,0,42,7377,7496,0,0,0
7,5.5,6630,13782,2.0,0,0,3,10,4930,1700,2004,0,98006,47.5399,-122.118,4470,8639,1240000,20,6,2014,0,10,7152,4169,0,1,0
4,2.25,3220,7889,2.0,0,0,3,8,3220,0,1978,0,98023,47.3112,-122.339,2120,7651,335000,28,4,2015,0,37,4669,5531,0,0,0
